#logging stats for session scenario_20220404_075635_215
#[Histogram log format version 1.0]
#[StartTime: 1649058995.908 (seconds since epoch), Mon Apr 04 07:56:35 GMT 2022]
#[TimeUnit: NANOSECONDS]
#Tag,Interval_Start,Interval_Length,count,min,p25,p50,p75,p90,p95,p98,p99,p999,p9999,max
Tag=cbaworkload_default_000.block2--insert-rampup--success,160.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,160.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,160.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,160.003,10.002,9202,1008128,1012735,1014783,1016831,1017855,1017855,1018367,1018367,1018367,1018879,6799359
Tag=cbaworkload_default_000.retry-delay,160.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,160.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,160.007,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,160.007,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,160.008,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,160.009,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,160.009,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,160.01,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,160.011,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,160.012,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,160.012,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,160.013,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,160.017,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,160.018,10.012,12009,245248,284927,295935,302335,306687,307711,308223,308223,308223,308223,74973183
Tag=cbaworkload_default_001.block2--insert-rampup--error,160.021,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,160.021,10.012,12009,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,160.022,10.011,9207,1015808,1028607,1034239,1041919,1044991,1047551,1049599,1049599,1049599,1049599,5963775
Tag=cbaworkload_default_001.retry-delay,160.025,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,160.026,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,160.026,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,160.027,10.010,12008,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,160.027,10.010,12008,100,200,200,200,200,200,200,200,200,200,92031
Tag=cbaworkload_default_001.strides.servicetime,160.027,10.011,12003,325376,654847,788479,887295,982527,1018879,1040895,1046527,1051647,1061887,688914431
Tag=cbaworkload_default_001.bind,160.031,10.009,12014,22592,24015,24511,24703,25007,25007,25103,25103,25103,25103,7303167
Tag=cbaworkload_default_001.execute,160.033,10.009,12013,4000,5803,6003,6103,6103,6103,6203,6203,6203,6203,3059711
Tag=cbaworkload_default_001.result,160.034,10.009,11989,83072,248191,264447,272639,275711,277247,278015,278271,278271,278271,74973183
Tag=cbaworkload_default_001.result-success,160.037,10.008,11989,245248,284415,294911,301823,306687,307199,308223,308223,308223,308223,74973183
Tag=cbaworkload_default_001.tries,160.04,10.008,11989,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,160.04,10.008,11989,415488,509695,547839,566783,576511,579071,581631,582143,582143,582143,75431935
Tag=cbaworkload_default_001.phases.servicetime,160.044,10.007,11989,283648,331775,344575,352255,356095,357631,358655,358655,358911,358911,75169791
Tag=cbaworkload_default_000.block2--insert-rampup--success,170.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,170.004,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,170.005,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,170.005,9.998,9230,1008640,1012735,1015807,1017855,1019391,1019391,1019903,1019903,1020415,1020415,4763647
Tag=cbaworkload_default_000.retry-delay,170.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,170.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,170.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,170.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,170.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,170.012,9.995,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,170.014,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,170.017,9.991,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,170.019,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,170.022,9.987,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,170.024,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,170.024,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,170.027,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,170.03,9.981,11988,233728,263423,271103,276735,280063,281343,282111,282111,282367,282367,78184447
Tag=cbaworkload_default_001.block2--insert-rampup--error,170.033,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,170.033,9.981,11992,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,170.033,9.981,9211,1015296,1028607,1032703,1042431,1046527,1048063,1049599,1050623,1050623,1050623,4878335
Tag=cbaworkload_default_001.retry-delay,170.036,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,170.036,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,170.036,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,170.037,9.981,11996,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,170.037,9.981,11996,100,200,200,200,200,200,200,200,200,200,44831
Tag=cbaworkload_default_001.strides.servicetime,170.038,9.980,11997,413952,734207,979455,1209343,1293311,1331199,1345535,1347583,1352703,1352703,774373375
Tag=cbaworkload_default_001.bind,170.04,9.981,11978,19792,23215,23615,23807,23903,24015,24015,24015,24015,24015,5132287
Tag=cbaworkload_default_001.execute,170.042,9.981,11977,4500,5503,5603,5703,5803,5803,5803,5803,5803,5803,1024511
Tag=cbaworkload_default_001.result,170.043,9.981,12003,190976,231423,239103,246911,249471,250495,251775,251903,251903,252031,78118911
Tag=cbaworkload_default_001.result-success,170.045,9.982,12006,233728,263423,271359,276735,280063,281599,282111,282111,282367,282623,78184447
Tag=cbaworkload_default_001.tries,170.048,9.981,12009,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,170.048,9.981,12010,376064,465919,488703,511487,520447,521983,524287,525823,526847,527359,78577663
Tag=cbaworkload_default_001.phases.servicetime,170.051,9.981,12011,274944,308735,317695,323839,327423,328447,328959,329215,329215,329215,78249983
Tag=cbaworkload_default_000.block2--insert-rampup--success,180.001,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,180.001,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,180.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,180.003,10.002,9221,1006592,1013247,1015807,1017343,1018879,1019391,1019903,1019903,1019903,1019903,7323647
Tag=cbaworkload_default_000.retry-delay,180.005,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,180.005,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,180.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,180.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,180.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,180.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,180.007,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,180.008,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,180.008,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,180.009,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,180.009,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,180.01,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,180.011,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,180.011,10.019,12009,243712,276223,284415,290559,294143,294911,295167,295167,295167,295935,64323583
Tag=cbaworkload_default_001.block2--insert-rampup--error,180.014,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,180.014,10.018,12005,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,180.014,10.019,9222,1011200,1026047,1032191,1044479,1048575,1051647,1053695,1053695,1054719,1054719,3678207
Tag=cbaworkload_default_001.retry-delay,180.017,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,180.017,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,180.017,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,180.018,10.018,12001,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,180.018,10.018,12001,100,200,200,200,200,200,200,200,200,200,105343
Tag=cbaworkload_default_001.strides.servicetime,180.018,10.019,12000,384768,639487,814079,977919,1053695,1116159,1137663,1145855,1157119,1157119,731381759
Tag=cbaworkload_default_001.bind,180.021,10.019,12022,22496,23407,23711,24015,24111,24303,24303,24303,24303,24303,605183
Tag=cbaworkload_default_001.execute,180.023,10.018,12022,5300,5703,5803,5903,5903,6003,6003,6003,6003,6003,248063
Tag=cbaworkload_default_001.result,180.024,10.018,11994,173312,246783,255103,261887,263423,264191,264703,264959,265215,265215,64323583
Tag=cbaworkload_default_001.result-success,180.027,10.018,11991,243712,274943,284159,290559,293887,294655,295167,295167,295167,295167,64323583
Tag=cbaworkload_default_001.tries,180.029,10.018,11988,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,180.029,10.018,11987,398336,482815,509951,532991,543231,548351,549375,549887,550399,550399,65110015
Tag=cbaworkload_default_001.phases.servicetime,180.032,10.018,11986,286208,321535,332543,338943,342015,343295,343551,343807,344063,344063,64389119
Tag=cbaworkload_default_000.block2--insert-rampup--success,190.002,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,190.004,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,190.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,190.005,9.997,9239,1009664,1012735,1015295,1016831,1017855,1018367,1018879,1019391,1019391,1019391,6365183
Tag=cbaworkload_default_000.retry-delay,190.007,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,190.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,190.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,190.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,190.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,190.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,190.014,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,190.016,9.992,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,190.019,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,190.021,9.988,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,190.023,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,190.024,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,190.027,9.983,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,190.03,9.981,11991,240512,269567,276223,281087,283647,284415,284927,284927,285183,285183,82837503
Tag=cbaworkload_default_001.block2--insert-rampup--error,190.032,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,190.032,9.982,11994,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,190.033,9.981,9220,1011200,1024511,1032191,1045503,1051647,1052671,1053695,1053695,1054719,1054719,6475775
Tag=cbaworkload_default_001.retry-delay,190.035,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,190.035,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,190.036,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,190.036,9.981,11998,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,190.036,9.981,11998,100,200,200,200,200,200,200,200,200,200,60703
Tag=cbaworkload_default_001.strides.servicetime,190.037,9.981,11998,370944,724991,1092607,1364991,1534975,1598463,1625087,1634303,1648639,1648639,890241023
Tag=cbaworkload_default_001.bind,190.04,9.980,11976,22096,23503,23807,24015,24111,24207,24207,24207,24207,24207,6561791
Tag=cbaworkload_default_001.execute,190.041,9.981,11978,5200,5603,5703,5803,5803,5903,5903,5903,5903,5903,564735
Tag=cbaworkload_default_001.result,190.042,9.981,12005,41696,233599,244479,250751,253567,254463,255103,255359,255487,255487,82837503
Tag=cbaworkload_default_001.result-success,190.045,9.980,12007,240512,269823,276223,281087,283647,284415,284671,284927,284927,285183,82837503
Tag=cbaworkload_default_001.tries,190.047,9.980,12010,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,190.047,9.981,12011,391168,472831,497663,516607,521727,523519,525823,525823,526847,527359,83951615
Tag=cbaworkload_default_001.phases.servicetime,190.05,9.980,12014,280064,313087,322047,326655,329727,330239,330239,330495,330751,330751,82903039
Tag=cbaworkload_default_000.block2--insert-rampup--success,200.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,200.001,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,200.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,200.002,10.003,9135,1008640,1014271,1015807,1018879,1019903,1020415,1020927,1020927,1020927,1020927,15925247
Tag=cbaworkload_default_000.retry-delay,200.005,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,200.005,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,200.005,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,200.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,200.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,200.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,200.007,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,200.008,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,200.008,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,200.009,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,200.009,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,200.01,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,200.01,10.017,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,200.011,10.019,11926,213888,282623,294655,302591,306943,308223,308991,309247,309247,309247,199884799
Tag=cbaworkload_default_001.block2--insert-rampup--error,200.013,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,200.014,10.019,11927,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,200.014,10.019,9127,1008640,1024511,1033215,1039359,1042431,1042943,1043967,1044479,1044991,1044991,23347199
Tag=cbaworkload_default_001.retry-delay,200.016,10.020,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,200.016,10.020,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,200.017,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,200.017,10.020,11927,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,200.017,10.020,11929,200,200,200,200,200,200,200,200,200,200,73855
Tag=cbaworkload_default_001.strides.servicetime,200.018,10.020,11929,426752,741375,887807,1048063,1117183,1156095,1172479,1209343,1215487,1215487,667942911
Tag=cbaworkload_default_001.bind,200.02,10.021,11930,22096,24207,24607,24911,25103,25103,25103,25215,25215,25215,4263935
Tag=cbaworkload_default_001.execute,200.022,10.020,11928,5000,5803,6003,6103,6203,6203,6203,6203,6203,6203,1008127
Tag=cbaworkload_default_001.result,200.023,10.021,11930,9696,249983,264191,272127,275967,277503,278527,278783,278783,278783,201195519
Tag=cbaworkload_default_001.result-success,200.025,10.022,11931,213888,282623,294911,303103,307199,308991,309247,309247,309247,309247,199884799
Tag=cbaworkload_default_001.tries,200.027,10.022,11932,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,200.028,10.021,11931,383232,511743,562175,583679,591871,597503,600575,602623,603135,603135,228851711
Tag=cbaworkload_default_001.phases.servicetime,200.03,10.027,11929,269056,328447,344063,353535,357119,358655,358655,358911,358911,358911,201981951
Tag=cbaworkload_default_000.block2--insert-rampup--success,210.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,210.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,210.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,210.005,9.997,9227,1008640,1014271,1017343,1019903,1021951,1022975,1022975,1023999,1023999,1023999,4907007
Tag=cbaworkload_default_000.retry-delay,210.007,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,210.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,210.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,210.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,210.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,210.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,210.014,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,210.016,9.992,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,210.019,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,210.021,9.988,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,210.023,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,210.024,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,210.027,9.983,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,210.03,9.981,12073,238208,268287,277247,285695,287999,288511,289023,289279,289535,289535,85655551
Tag=cbaworkload_default_001.block2--insert-rampup--error,210.032,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,210.033,9.981,12073,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,210.033,9.981,9197,1011712,1028607,1036287,1049599,1054719,1057791,1057791,1057791,1057791,1057791,5148671
Tag=cbaworkload_default_001.retry-delay,210.036,9.980,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,210.036,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,210.036,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,210.037,9.981,12074,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,210.037,9.981,12072,100,200,200,200,200,200,200,200,200,200,48127
Tag=cbaworkload_default_001.strides.servicetime,210.038,9.980,12072,322816,669183,892927,1079295,1198079,1219583,1235967,1244159,1247231,1247231,650641407
Tag=cbaworkload_default_001.bind,210.041,9.980,12071,22288,23503,23903,24111,24111,24111,24207,24207,24207,24207,4706303
Tag=cbaworkload_default_001.execute,210.042,9.980,12071,4900,5603,5703,5803,5903,5903,5903,5903,5903,5903,360703
Tag=cbaworkload_default_001.result,210.044,9.979,12071,172544,234623,248319,254847,258815,259327,259839,259839,260095,260095,85590015
Tag=cbaworkload_default_001.result-success,210.047,9.979,12070,238208,268287,277247,285695,287999,288511,289023,289279,289535,289535,85655551
Tag=cbaworkload_default_001.tries,210.049,9.979,12069,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,210.049,9.979,12069,363776,481279,506111,527359,536575,540159,542719,543743,544255,544255,136839167
Tag=cbaworkload_default_001.phases.servicetime,210.057,9.974,12072,276992,315135,326655,334335,336895,337919,338687,338687,339199,339199,85721087
Tag=cbaworkload_default_000.block2--insert-rampup--success,220.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,220.002,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,220.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,220.002,10.002,9227,1008128,1013759,1016831,1021951,1023999,1024511,1025023,1025535,1025535,1025535,11853823
Tag=cbaworkload_default_000.retry-delay,220.005,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,220.005,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,220.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,220.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,220.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,220.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,220.007,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,220.008,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,220.008,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,220.009,10.015,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,220.009,10.017,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,220.01,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,220.01,10.020,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,220.011,10.022,12013,220800,262399,272895,279039,282111,283903,284159,284415,284927,284927,53215231
Tag=cbaworkload_default_001.block2--insert-rampup--error,220.013,10.022,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,220.014,10.022,12009,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,220.014,10.022,9247,1013760,1027583,1032703,1042431,1047551,1049599,1049599,1050623,1050623,1050623,4210687
Tag=cbaworkload_default_001.retry-delay,220.016,10.022,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,220.017,10.022,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,220.017,10.022,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,220.018,10.021,12004,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,220.018,10.022,12004,200,200,200,200,200,200,200,200,200,200,58111
Tag=cbaworkload_default_001.strides.servicetime,220.018,10.022,12004,350464,647167,872959,1076223,1141759,1172479,1177599,1179647,1185791,1186815,710934527
Tag=cbaworkload_default_001.bind,220.021,10.022,12026,22192,23311,23503,23711,23807,23807,23807,23903,23903,23903,3950591
Tag=cbaworkload_default_001.execute,220.022,10.022,12028,5100,5503,5603,5703,5703,5803,5803,5803,5803,5803,4155391
Tag=cbaworkload_default_001.result,220.023,10.023,11997,169984,228607,241407,249343,251775,252415,253311,253311,253311,253311,53215231
Tag=cbaworkload_default_001.result-success,220.026,10.022,11995,220800,262015,272639,279039,282111,283903,284159,284415,284671,284671,53215231
Tag=cbaworkload_default_001.tries,220.028,10.022,11992,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,220.028,10.022,11992,393216,468991,488191,511231,523519,526335,526847,527359,527871,527871,54067199
