#logging stats for session scenario_20220404_075635_215
#[Histogram log format version 1.0]
#[StartTime: 1649058995.908 (seconds since epoch), Mon Apr 04 07:56:35 GMT 2022]
#[TimeUnit: NANOSECONDS]
#Tag,Interval_Start,Interval_Length,count,min,p25,p50,p75,p90,p95,p98,p99,p999,p9999,max
Tag=cbaworkload_default_001.skipped-tokens,510.035,9.983,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,510.035,9.983,11999,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,510.035,9.983,11999,200,200,200,200,200,200,200,200,200,200,46815
Tag=cbaworkload_default_001.strides.servicetime,510.036,9.983,11999,434688,766975,1021951,1128447,1233919,1251327,1262591,1274879,1275903,1275903,619184127
Tag=cbaworkload_default_001.bind,510.038,9.983,11980,22400,23215,23407,23615,23711,23807,23807,23807,23807,23807,6037503
Tag=cbaworkload_default_001.execute,510.04,9.983,11980,4900,5403,5603,5603,5703,5703,5703,5703,5703,5703,318975
Tag=cbaworkload_default_001.result,510.041,9.983,12005,162176,231423,240895,245631,248319,249471,249599,249599,249727,249727,75890687
Tag=cbaworkload_default_001.result-success,510.043,9.983,12007,230272,263679,269823,274431,276735,277247,277503,277759,277759,278015,75890687
Tag=cbaworkload_default_001.tries,510.045,9.984,12007,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,510.046,9.983,12007,376064,457983,480255,495615,503807,505343,505855,506623,507135,507135,76742655
Tag=cbaworkload_default_001.phases.servicetime,510.048,9.983,12007,268032,304639,314879,320255,322559,323583,324095,324095,324095,324095,76021759
Tag=cbaworkload_default_000.block2--insert-rampup--success,520.002,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,520.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,520.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,520.003,10.002,9212,1008128,1013759,1015807,1018367,1019903,1019903,1020415,1020415,1020415,1020415,5816319
Tag=cbaworkload_default_000.retry-delay,520.005,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,520.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,520.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,520.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,520.007,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,520.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,520.008,10.006,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,520.008,10.009,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,520.009,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,520.009,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,520.01,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,520.01,10.015,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,520.011,10.017,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,520.011,10.020,12010,246016,283135,295935,304127,306943,307967,308223,308735,308735,308735,69664767
Tag=cbaworkload_default_001.block2--insert-rampup--error,520.014,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,520.014,10.019,12006,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,520.014,10.020,9209,1013248,1030143,1035775,1043455,1046527,1047039,1047551,1047551,1047551,1047551,10862591
Tag=cbaworkload_default_001.retry-delay,520.017,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,520.017,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,520.018,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,520.018,10.019,12001,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,520.018,10.019,12001,200,200,200,200,200,200,200,200,200,200,62303
Tag=cbaworkload_default_001.strides.servicetime,520.019,10.019,12001,336128,638975,798719,1006591,1063935,1091583,1115135,1118207,1121279,1121279,911212543
Tag=cbaworkload_default_001.bind,520.021,10.019,12023,22400,23711,24111,24415,24607,24607,24703,24703,24703,24703,6221823
Tag=cbaworkload_default_001.execute,520.023,10.019,12023,5100,5803,5903,6003,6003,6103,6103,6103,6103,6103,4419583
Tag=cbaworkload_default_001.result,520.024,10.019,11995,220928,252927,262911,268799,274431,275199,275967,276223,276223,276223,69730303
Tag=cbaworkload_default_001.result-success,520.026,10.019,11993,246016,283135,295423,303871,306687,307967,308223,308735,308735,308735,69664767
Tag=cbaworkload_default_001.tries,520.029,10.019,11993,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,520.029,10.019,11993,418560,491519,530431,553983,565247,567807,570367,570367,571391,571391,73793535
Tag=cbaworkload_default_001.phases.servicetime,520.031,10.019,11993,284416,332799,344831,354047,356863,359167,360191,360191,360191,360191,69861375
Tag=cbaworkload_default_000.block2--insert-rampup--success,530.002,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,530.004,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,530.005,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,530.005,9.997,9234,1008128,1014271,1019903,1025023,1026559,1027071,1027583,1027583,1027583,1027583,3913727
Tag=cbaworkload_default_000.retry-delay,530.007,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,530.008,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,530.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,530.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,530.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,530.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,530.014,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,530.017,9.991,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,530.019,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,530.021,9.988,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,530.024,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,530.025,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,530.028,9.982,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,530.031,9.980,11989,231424,264959,273151,278271,280575,281599,281855,281855,281855,281855,84017151
Tag=cbaworkload_default_001.block2--insert-rampup--error,530.033,9.980,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,530.033,9.980,11993,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,530.034,9.979,9209,1014272,1028607,1033215,1047551,1051647,1053695,1054719,1054719,1054719,1054719,3887103
Tag=cbaworkload_default_001.retry-delay,530.036,9.980,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,530.036,9.980,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,530.037,9.979,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,530.037,9.980,11997,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,530.037,9.980,11997,100,200,200,200,200,200,200,200,200,200,39807
Tag=cbaworkload_default_001.strides.servicetime,530.038,9.979,11997,412672,764927,1064959,1295359,1405951,1477631,1514495,1529855,1538047,1538047,734527487
Tag=cbaworkload_default_001.bind,530.04,9.980,11975,22000,23103,23503,23711,23711,23807,23807,23807,23807,23807,519423
Tag=cbaworkload_default_001.execute,530.042,9.980,11976,4600,5503,5603,5703,5703,5803,5803,5803,5803,5803,979455
Tag=cbaworkload_default_001.result,530.043,9.980,12005,100480,227199,236031,243327,245631,246783,247423,247551,248319,248575,83951615
Tag=cbaworkload_default_001.result-success,530.045,9.980,12007,231424,265215,273151,278271,280831,281599,281855,281855,281855,281855,84017151
Tag=cbaworkload_default_001.tries,530.048,9.979,12010,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,530.048,9.979,12010,392448,469247,486143,498687,506111,508415,509695,509951,510463,510975,84541439
Tag=cbaworkload_default_001.phases.servicetime,530.05,9.980,12012,278016,310271,319231,325375,327423,328703,329215,329215,329215,329215,84082687
Tag=cbaworkload_default_000.block2--insert-rampup--success,540.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,540.001,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,540.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,540.002,10.003,9194,1009152,1013759,1016319,1019391,1020415,1020927,1020927,1020927,1020927,1020927,7081983
Tag=cbaworkload_default_000.retry-delay,540.005,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,540.005,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,540.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,540.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,540.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,540.007,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,540.007,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,540.008,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,540.008,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,540.009,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,540.009,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,540.01,10.015,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,540.01,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,540.011,10.020,12011,241408,280319,290303,295679,298495,298751,299263,299263,299775,300031,75759615
Tag=cbaworkload_default_001.block2--insert-rampup--error,540.013,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,540.013,10.021,12007,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,540.013,10.021,9178,1012736,1029631,1036799,1044479,1048063,1050623,1051647,1051647,1052671,1052671,9207807
Tag=cbaworkload_default_001.retry-delay,540.016,10.020,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,540.016,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,540.016,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,540.017,10.021,12003,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,540.017,10.021,12003,100,200,200,200,200,200,200,200,200,200,99135
Tag=cbaworkload_default_001.strides.servicetime,540.017,10.021,12003,448768,696319,827391,1029119,1096703,1129471,1173503,1179647,1184767,1196031,603979775
Tag=cbaworkload_default_001.bind,540.02,10.021,12025,22592,23807,24111,24415,24607,24607,24607,24607,24703,24703,7483391
Tag=cbaworkload_default_001.execute,540.022,10.021,12026,5100,5703,5903,6003,6003,6003,6103,6103,6103,6103,3354623
Tag=cbaworkload_default_001.result,540.023,10.021,11995,155904,241919,256255,262911,266239,267775,268031,268543,268543,268543,75694079
Tag=cbaworkload_default_001.result-success,540.025,10.021,11993,241408,280063,290303,295423,298495,298751,299263,299263,299775,299775,75759615
Tag=cbaworkload_default_001.tries,540.027,10.022,11990,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,540.027,10.022,11990,413184,483839,513535,528383,540671,545791,547327,547327,547839,547839,83099647
Tag=cbaworkload_default_001.phases.servicetime,540.03,10.022,11988,281344,329215,338943,344063,348671,350207,350719,350719,350719,350719,75825151
Tag=cbaworkload_default_000.block2--insert-rampup--success,550.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,550.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,550.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,550.005,9.998,9231,1009152,1012735,1014783,1016319,1017343,1017343,1017855,1017855,1018367,1018367,5095423
Tag=cbaworkload_default_000.retry-delay,550.007,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,550.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,550.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,550.008,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,550.009,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,550.012,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,550.015,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,550.018,9.991,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,550.02,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,550.022,9.988,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,550.025,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,550.025,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,550.028,9.983,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,550.031,9.981,11991,238976,272383,281855,287231,289791,290303,290815,290815,290815,290815,84869119
Tag=cbaworkload_default_001.block2--insert-rampup--error,550.034,9.980,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,550.034,9.980,11993,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,550.034,9.980,9215,1015808,1029119,1035263,1044991,1050623,1052671,1053695,1053695,1053695,1053695,5091327
Tag=cbaworkload_default_001.retry-delay,550.036,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,550.037,9.980,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,550.037,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,550.038,9.980,11998,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,550.038,9.980,11998,100,200,200,200,200,200,200,200,200,200,60831
Tag=cbaworkload_default_001.strides.servicetime,550.038,9.981,11998,378368,642559,895999,1081343,1168383,1195007,1207295,1217535,1220607,1220607,600834047
Tag=cbaworkload_default_001.bind,550.041,9.981,11977,22896,23807,24111,24303,24511,24511,24511,24511,24511,24511,5234687
Tag=cbaworkload_default_001.execute,550.043,9.980,11976,5300,5703,5803,5903,6003,6003,6003,6003,6003,6003,3651583
Tag=cbaworkload_default_001.result,550.044,9.981,12006,190848,244223,253183,259199,260735,262015,262655,262655,262911,262911,84869119
Tag=cbaworkload_default_001.result-success,550.046,9.981,12010,238976,272895,281855,287743,290047,290303,290815,290815,290815,290815,84869119
Tag=cbaworkload_default_001.tries,550.049,9.981,12013,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,550.049,9.981,12013,424448,484863,504831,520191,527359,528895,530431,530431,530943,530943,85917695
Tag=cbaworkload_default_001.phases.servicetime,550.052,9.981,12016,292608,320511,327423,333823,337663,337919,338431,338943,339455,339455,84934655
Tag=cbaworkload_default_000.block2--insert-rampup--success,560.001,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,560.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,560.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,560.003,10.003,9214,1008640,1012735,1014783,1016319,1017855,1018367,1018879,1018879,1018879,1018879,6455295
Tag=cbaworkload_default_000.retry-delay,560.005,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,560.006,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,560.006,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,560.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,560.007,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,560.008,10.006,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,560.008,10.009,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,560.009,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,560.009,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,560.01,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,560.01,10.017,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,560.011,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,560.011,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,560.012,10.021,12011,237184,278015,288511,294143,297215,298239,298751,298751,298751,299007,89063423
Tag=cbaworkload_default_001.block2--insert-rampup--error,560.014,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,560.014,10.021,12009,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,560.014,10.021,9195,1009664,1029119,1035775,1043455,1047039,1048063,1049599,1049599,1049599,1049599,15048703
Tag=cbaworkload_default_001.retry-delay,560.017,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,560.017,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,560.018,10.021,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,560.018,10.021,12004,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,560.018,10.021,12004,200,200,200,200,200,200,200,200,200,200,89343
Tag=cbaworkload_default_001.strides.servicetime,560.019,10.020,12004,404992,754687,970751,1145855,1249279,1281023,1303551,1309695,1321983,1323007,754974719
Tag=cbaworkload_default_001.bind,560.022,10.020,12025,21296,23615,24111,24415,24511,24607,24607,24607,24607,24607,4300799
Tag=cbaworkload_default_001.execute,560.023,10.021,12025,5100,5803,5903,6003,6003,6003,6003,6003,6103,6103,663039
Tag=cbaworkload_default_001.result,560.025,10.020,11996,83648,247039,258303,265983,269311,270079,270847,271103,271359,271359,89063423
Tag=cbaworkload_default_001.result-success,560.027,10.020,11992,237184,278015,288255,294143,297215,298495,298751,299007,299007,299007,89063423
Tag=cbaworkload_default_001.tries,560.03,10.020,11989,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,560.03,10.020,11989,388608,492543,519423,540159,551423,556031,558079,558591,558591,558591,89915391
Tag=cbaworkload_default_001.phases.servicetime,560.033,10.019,11986,277248,326911,337919,343295,347647,349183,350207,350207,350463,350463,89128959
Tag=cbaworkload_default_000.block2--insert-rampup--success,570.002,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,570.005,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,570.005,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,570.006,9.997,9191,1007104,1013247,1015807,1017343,1018367,1018879,1019391,1019391,1019391,1019391,5984255
Tag=cbaworkload_default_000.retry-delay,570.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,570.01,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,570.01,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,570.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,570.011,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,570.014,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,570.017,9.991,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,570.02,9.989,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,570.022,9.987,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,570.024,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,570.027,9.983,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,570.027,9.983,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,570.03,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,570.033,9.979,11988,233088,274431,286207,296703,300031,301055,301311,301311,301567,301567,68419583
Tag=cbaworkload_default_001.block2--insert-rampup--error,570.035,9.979,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,570.035,9.979,11991,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,570.035,9.979,9143,1009664,1026047,1032703,1036799,1041407,1042431,1042943,1043455,1043967,1043967,9601023
Tag=cbaworkload_default_001.retry-delay,570.038,9.979,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,570.038,9.979,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,570.039,9.978,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,570.039,9.979,11996,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,570.039,9.979,11997,100,200,200,200,200,200,200,200,200,200,43807
Tag=cbaworkload_default_001.strides.servicetime,570.039,9.979,11997,377856,691711,856575,1058815,1202175,1246207,1275903,1277951,1279999,1279999,702021631
Tag=cbaworkload_default_001.bind,570.042,9.979,11975,22800,23807,24111,24511,24815,24911,24911,24911,24911,24911,4571135
Tag=cbaworkload_default_001.execute,570.044,9.979,11974,5200,5803,5903,6003,6103,6103,6103,6103,6103,6103,4448255
Tag=cbaworkload_default_001.result,570.045,9.979,12004,12400,246655,256255,263679,267775,269823,270335,270591,270591,270591,68354047
Tag=cbaworkload_default_001.result-success,570.047,9.980,12006,233088,275711,286207,296703,300031,301055,301055,301311,301311,301567,68419583
Tag=cbaworkload_default_001.tries,570.05,9.979,12010,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,570.05,9.979,12010,379392,494335,525311,555519,566271,569855,571903,571903,571903,572415,70320127
Tag=cbaworkload_default_001.phases.servicetime,570.052,9.980,12013,283904,323839,337663,345855,351231,352255,352767,353023,353791,353791,68747263
Tag=cbaworkload_default_000.block2--insert-rampup--success,580.002,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,580.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,580.003,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,580.003,10.002,9109,1009664,1012735,1015295,1018879,1020415,1020415,1020927,1020927,1020927,1020927,8773631
Tag=cbaworkload_default_000.retry-delay,580.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,580.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,580.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,580.007,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,580.007,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,580.008,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,580.008,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,580.009,10.009,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,580.009,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,580.01,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,580.01,10.015,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,580.01,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,580.011,10.018,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,580.012,10.020,11970,232704,282111,293119,301567,303615,305407,306175,306175,306431,306431,77922303
Tag=cbaworkload_default_001.block2--insert-rampup--error,580.014,10.020,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,580.014,10.021,11967,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,580.014,10.021,9076,1011200,1026559,1031679,1038335,1040895,1042431,1042943,1043455,1043967,1043967,16941055
